Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
70,Dillon Brooks,MEM,27,4,1,3,27.9,11.3,4.3,12.8,33.3,1.5,6.8,22.2,1.3,1.8,71.4,0.5,2.5,3.0,2.3,1.3,0.3,0.0,3.8,17.7,0.0,0.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
71,De'Anthony Melton,PHI,24,4,4,0,25.4,10.8,3.8,8.8,42.9,2.3,5.8,39.1,1.0,1.5,66.7,1.5,0.8,2.3,2.0,0.8,1.3,0.5,1.5,21.0,0.0,0.0,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Evan Mobley,CLE,21,4,1,3,37.2,10.8,5.0,10.5,47.6,0.0,0.3,0.0,0.8,1.0,75.0,3.5,6.8,10.3,1.5,2.3,0.8,1.3,3.3,29.1,2.0,0.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Gabe Vincent,MIA,26,4,3,1,25.3,10.8,4.0,9.0,44.4,2.5,5.3,47.6,0.3,0.8,33.3,0.5,0.8,1.3,4.8,2.8,0.8,0.0,2.5,18.9,0.0,0.0,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Jarrett Allen,CLE,25,4,1,3,38.6,10.8,5.0,7.5,66.7,0.0,0.0,0.0,0.8,1.5,50.0,3.3,5.0,8.3,2.0,0.8,1.0,1.3,1.5,29.7,1.0,0.0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Terance Mann,LAC,26,5,1,4,26.6,10.6,3.8,6.6,57.6,1.8,3.8,47.4,1.2,1.8,66.7,1.4,1.8,3.2,2.2,1.8,0.8,0.2,3.4,18.9,0.0,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Nic Claxton,BKN,24,4,0,4,29.2,10.5,4.5,6.3,72.0,0.0,0.0,0.0,1.5,2.5,60.0,1.3,6.8,8.0,1.5,0.8,0.3,1.8,2.0,27.6,1.0,0.0,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Xavier Tillman,MEM,24,4,1,3,33.6,10.5,4.8,7.8,61.3,0.3,0.8,33.3,0.8,1.0,75.0,2.8,6.3,9.0,3.5,0.3,0.8,0.8,2.8,30.8,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,John Collins,ATL,25,5,2,3,27.0,10.4,4.0,10.4,38.5,1.6,5.6,28.6,0.8,1.0,80.0,1.2,3.2,4.4,1.0,1.4,0.2,0.8,2.2,18.8,0.0,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Kentavious Caldwell-Pope,DEN,30,5,4,1,33.0,10.4,3.8,8.8,43.2,1.6,4.4,36.4,1.2,1.4,85.7,0.4,2.4,2.8,1.4,1.2,1.2,0.4,2.4,19.5,0.0,0.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Eric Gordon,LAC,34,5,1,4,29.8,10.2,3.6,8.8,40.9,2.0,5.8,34.5,1.0,1.2,83.3,0.2,1.2,1.4,2.6,0.8,0.6,0.4,2.4,18.0,0.0,0.0,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Robert Williams III,BOS,25,5,3,2,24.0,9.4,4.2,4.8,87.5,0.0,0.0,0.0,1.0,1.4,71.4,2.0,6.0,8.0,1.8,1.4,0.8,1.0,2.8,25.7,1.0,0.0,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Ivica Zubac,LAC,26,5,1,4,26.0,9.2,3.4,6.0,56.7,0.0,0.0,0.0,2.4,3.2,75.0,3.2,6.4,9.6,0.6,2.2,0.6,0.2,1.6,21.8,2.0,0.0,-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Kevin Huerter,SAC,24,4,2,2,27.3,9.0,4.0,10.5,38.1,0.8,5.3,14.3,0.3,0.5,50.0,0.0,4.3,4.3,1.5,0.8,0.5,1.3,3.3,20.9,0.0,0.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Marcus Morris Sr.,LAC,33,3,0,3,22.8,8.7,3.3,9.7,34.5,0.7,4.0,16.7,1.3,1.3,100.0,0.3,3.7,4.0,0.0,0.3,0.3,0.3,2.0,15.1,0.0,0.0,-13.7,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Bones Hyland,LAC,22,5,1,4,16.5,8.6,3.0,8.8,34.1,1.0,4.0,25.0,1.6,2.0,80.0,0.2,0.6,0.8,0.8,0.8,0.8,0.2,1.8,13.0,0.0,0.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Davion Mitchell,SAC,24,4,2,2,24.0,8.5,3.3,6.8,48.1,1.3,3.8,33.3,0.8,0.8,100.0,0.5,0.8,1.3,2.3,1.0,1.0,0.3,1.5,16.1,0.0,0.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Joe Ingles,MIL,35,4,1,3,20.2,8.5,3.0,5.5,54.5,2.5,5.0,50.0,0.0,0.0,0.0,0.3,1.3,1.5,2.3,1.3,0.8,0.3,1.8,15.4,0.0,0.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Kevin Love,MIA,34,4,3,1,19.1,8.5,2.3,5.8,39.1,2.0,4.8,42.1,2.0,2.0,100.0,0.5,5.8,6.3,1.5,0.3,0.8,1.0,1.5,23.3,0.0,0.0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Kyle Anderson,MIN,29,4,1,3,25.9,8.5,3.8,7.5,50.0,0.5,1.5,33.3,0.5,0.5,100.0,0.8,3.3,4.0,4.5,1.5,1.8,0.5,3.3,25.3,0.0,0.0,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Nickeil Alexander-Walker,MIN,24,5,1,4,29.6,8.4,3.0,7.0,42.9,2.0,5.0,40.0,0.4,0.6,66.7,0.2,1.8,2.0,1.4,0.8,0.6,0.2,1.8,14.5,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Seth Curry,BKN,32,3,0,3,19.4,8.3,3.3,6.3,52.6,1.0,3.0,33.3,0.7,1.0,66.7,0.0,1.0,1.0,2.0,0.3,0.0,0.0,0.7,12.2,0.0,0.0,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Keegan Murray,SAC,22,4,2,2,21.7,8.3,3.0,6.5,46.2,1.5,3.8,40.0,0.8,1.0,75.0,1.8,3.0,4.8,0.5,0.5,0.5,0.3,3.0,16.5,0.0,0.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Mason Plumlee,LAC,33,5,1,4,18.1,8.2,2.8,3.2,87.5,0.0,0.0,0.0,2.6,2.8,92.9,3.2,3.6,6.8,1.8,0.6,0.4,0.4,3.0,20.9,1.0,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Clint Capela,ATL,28,5,2,3,24.7,8.0,3.6,6.2,58.1,0.0,0.0,0.0,0.8,1.2,66.7,2.0,6.0,8.0,0.2,0.8,1.2,0.6,0.8,22.5,1.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Draymond Green,GSW,33,3,1,2,31.9,8.0,2.3,8.3,28.0,0.3,1.7,20.0,3.0,3.3,90.0,2.0,5.7,7.7,7.7,3.0,1.7,0.7,4.0,32.7,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Taurean Prince,MIN,29,5,1,4,20.0,7.8,2.4,6.6,36.4,1.6,4.2,38.1,1.4,1.8,77.8,0.6,0.8,1.4,0.8,1.0,0.6,0.2,1.8,12.1,0.0,0.0,-7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Gary Payton II,GSW,30,3,1,2,18.1,7.7,3.3,5.3,62.5,0.7,2.0,33.3,0.3,0.7,50.0,1.3,2.0,3.3,0.7,1.3,1.3,0.0,1.0,15.3,0.0,0.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Saddiq Bey,ATL,24,5,2,3,22.1,7.6,2.6,6.6,39.4,1.2,3.2,37.5,1.2,1.4,85.7,1.2,2.8,4.0,1.0,0.4,0.4,0.0,0.4,14.7,0.0,0.0,-6.4,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Luke Kennard,MEM,26,4,1,3,22.3,7.5,2.5,5.0,50.0,1.5,3.3,46.2,1.0,1.0,100.0,1.0,2.8,3.8,1.5,0.3,0.8,0.0,1.3,16.3,0.0,0.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Obi Toppin,NYK,25,4,3,1,16.1,7.3,2.8,6.3,44.0,1.0,3.3,30.8,0.8,0.8,100.0,1.8,2.0,3.8,1.0,0.8,1.3,0.5,1.0,17.8,0.0,0.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
